"Län","Gröda","Variabel","Tabelluppgift","2021","2022","2023","2024","2025"
"21 Gävleborgs län","Höstkorn","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Vårkorn","Areal, hektar","Värde",8660,8510,8440,8430,8490
"21 Gävleborgs län","Vårkorn","Totalskörd, ton","Värde",25100,28900,16900,29100,35200
"21 Gävleborgs län","Havre","Areal, hektar","Värde",3580,3450,3420,3680,3260
"21 Gävleborgs län","Havre","Totalskörd, ton","Värde",10200,12700,6700,10400,11300
"21 Gävleborgs län","Rågvete","Areal, hektar","Värde",80,30,40,..,60
"21 Gävleborgs län","Rågvete","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Höstrågvete","Areal, hektar","Värde",..,30,40,..,20
"21 Gävleborgs län","Höstrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Vårrågvete","Areal, hektar","Värde",..,..,..,..,..
"21 Gävleborgs län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Blandsäd","Areal, hektar","Värde",150,150,120,260,280
"21 Gävleborgs län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Majs","Areal, hektar","Värde",..,..,..,..,..
"21 Gävleborgs län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Spannmål totalt","Areal, hektar","Värde",15770,15240,15570,14760,15590
"21 Gävleborgs län","Spannmål totalt","Totalskörd, ton","Värde",48100,53600,29800,47600,63000
"21 Gävleborgs län","Ärter","Areal, hektar","Värde",200,310,320,170,210
"21 Gävleborgs län","Ärter","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Åkerbönor","Areal, hektar","Värde",..,..,70,30,..
"21 Gävleborgs län","Åkerbönor","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Höstraps","Areal, hektar","Värde",70,..,..,..,..
"21 Gävleborgs län","Höstraps","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Vårraps","Areal, hektar","Värde",..,90,110,..,60
"21 Gävleborgs län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Höstrybs","Areal, hektar","Värde",40,..,..,..,..
"21 Gävleborgs län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Vårrybs","Areal, hektar","Värde",410,470,330,270,230
"21 Gävleborgs län","Vårrybs","Totalskörd, ton","Värde",..,700,..,..,..
"21 Gävleborgs län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",1080,1370,1580,1440,1790
"21 Gävleborgs län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",1900,3000,4000,3700,..
"21 Gävleborgs län","Majs till grönfoder","Areal, hektar","Värde",..,..,0,50,310
"21 Gävleborgs län","Majs till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",2340,1770,2040,2020,2120
"21 Gävleborgs län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",6000,..,5000,7000,11400
"21 Gävleborgs län","Oljelin","Areal, hektar","Värde",..,..,..,..,..
"21 Gävleborgs län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Matpotatis","Areal, hektar","Värde",120,130,110,70,80
"21 Gävleborgs län","Matpotatis","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Potatis för stärkelse","Areal, hektar","Värde",..,..,..,..,..
"21 Gävleborgs län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Sockerbetor","Areal, hektar","Värde",..,..,..,..,..
"21 Gävleborgs län","Sockerbetor","Totalskörd, ton","Värde",..,..,..,..,..
"21 Gävleborgs län","Slåttervall, första skörd","Areal, hektar","Värde",35150,32510,31080,36050,34660
"21 Gävleborgs län","Slåttervall, första skörd","Totalskörd, ton","Värde",103300,86000,71200,92400,111700
"21 Gävleborgs län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"21 Gävleborgs län","Slåttervall, återväxt","Totalskörd, ton","Värde",46300,54200,68800,72000,82300
"21 Gävleborgs län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"21 Gävleborgs län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",149600,140200,140000,164400,194000
"22 Västernorrlands län","Höstvete","Areal, hektar","Värde",140,130,150,..,130
"22 Västernorrlands län","Höstvete","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårvete","Areal, hektar","Värde",270,260,340,360,460
"22 Västernorrlands län","Vårvete","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Råg","Areal, hektar","Värde",0,0,..,..,10
"22 Västernorrlands län","Råg","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstkorn","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstkorn","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårkorn","Areal, hektar","Värde",2800,2720,2700,2540,2940
"22 Västernorrlands län","Vårkorn","Totalskörd, ton","Värde",6700,7700,6000,8000,8200
"22 Västernorrlands län","Havre","Areal, hektar","Värde",370,440,350,370,220
"22 Västernorrlands län","Havre","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Rågvete","Areal, hektar","Värde",..,..,10,..,40
"22 Västernorrlands län","Rågvete","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstrågvete","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårrågvete","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Blandsäd","Areal, hektar","Värde",80,270,40,80,90
"22 Västernorrlands län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Majs","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Spannmål totalt","Areal, hektar","Värde",3670,3830,3600,3380,3880
"22 Västernorrlands län","Spannmål totalt","Totalskörd, ton","Värde",9000,11400,7800,10600,11700
"22 Västernorrlands län","Ärter","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Ärter","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Åkerbönor","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Åkerbönor","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstraps","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstraps","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårraps","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstrybs","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Vårrybs","Areal, hektar","Värde",80,180,170,150,50
"22 Västernorrlands län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",1630,910,1230,890,870
"22 Västernorrlands län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",3700,2700,2800,2400,1900
"22 Västernorrlands län","Majs till grönfoder","Areal, hektar","Värde",..,..,..,..,90
"22 Västernorrlands län","Majs till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",1370,1540,1510,1540,1440
"22 Västernorrlands län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",..,..,..,6100,..
"22 Västernorrlands län","Oljelin","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Matpotatis","Areal, hektar","Värde",140,130,120,120,130
"22 Västernorrlands län","Matpotatis","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Potatis för stärkelse","Areal, hektar","Värde",0,0,..,..,..
"22 Västernorrlands län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Sockerbetor","Areal, hektar","Värde",..,..,..,..,..
"22 Västernorrlands län","Sockerbetor","Totalskörd, ton","Värde",..,..,..,..,..
"22 Västernorrlands län","Slåttervall, första skörd","Areal, hektar","Värde",25910,28310,27740,32220,30860
"22 Västernorrlands län","Slåttervall, första skörd","Totalskörd, ton","Värde",86600,74500,67200,86800,92100
"22 Västernorrlands län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"22 Västernorrlands län","Slåttervall, återväxt","Totalskörd, ton","Värde",..,..,..,42500,47400
"22 Västernorrlands län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"22 Västernorrlands län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",100600,100300,93000,129300,139400
"23 Jämtlands län","Höstvete","Areal, hektar","Värde",..,..,10,0,50
"23 Jämtlands län","Höstvete","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Vårvete","Areal, hektar","Värde",10,20,20,50,100
"23 Jämtlands län","Vårvete","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Råg","Areal, hektar","Värde",0,..,..,..,..
"23 Jämtlands län","Råg","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Höstkorn","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Höstkorn","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Vårkorn","Areal, hektar","Värde",1580,1770,1570,1150,1430
"23 Jämtlands län","Vårkorn","Totalskörd, ton","Värde",5300,6300,4000,4100,4100
"23 Jämtlands län","Havre","Areal, hektar","Värde",80,50,20,30,40
"23 Jämtlands län","Havre","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Rågvete","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Rågvete","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Höstrågvete","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Höstrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Vårrågvete","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Blandsäd","Areal, hektar","Värde",70,80,200,150,200
"23 Jämtlands län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Majs","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Spannmål totalt","Areal, hektar","Värde",1750,1910,1830,1400,1840
"23 Jämtlands län","Spannmål totalt","Totalskörd, ton","Värde",5800,6800,4600,4700,5900
"23 Jämtlands län","Ärter","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Ärter","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Åkerbönor","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Åkerbönor","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Höstraps","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Höstraps","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Vårraps","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Höstrybs","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Vårrybs","Areal, hektar","Värde",20,10,..,10,..
"23 Jämtlands län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",1250,1120,990,1310,1040
"23 Jämtlands län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",3500,4100,2800,5400,3200
"23 Jämtlands län","Majs till grönfoder","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Majs till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",1850,1810,1870,1830,1750
"23 Jämtlands län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",5800,5500,8700,6400,7100
"23 Jämtlands län","Oljelin","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Matpotatis","Areal, hektar","Värde",110,110,100,90,90
"23 Jämtlands län","Matpotatis","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Potatis för stärkelse","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Sockerbetor","Areal, hektar","Värde",..,..,..,..,..
"23 Jämtlands län","Sockerbetor","Totalskörd, ton","Värde",..,..,..,..,..
"23 Jämtlands län","Slåttervall, första skörd","Areal, hektar","Värde",26830,26950,27530,27930,27630
"23 Jämtlands län","Slåttervall, första skörd","Totalskörd, ton","Värde",71800,83500,58800,49900,79900
"23 Jämtlands län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"23 Jämtlands län","Slåttervall, återväxt","Totalskörd, ton","Värde",38100,..,35800,52500,..
"23 Jämtlands län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"23 Jämtlands län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",109900,111400,94600,102400,117900
"24 Västerbottens län","Höstvete","Areal, hektar","Värde",..,10,..,20,60
"24 Västerbottens län","Höstvete","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Vårvete","Areal, hektar","Värde",200,230,420,910,1130
"24 Västerbottens län","Vårvete","Totalskörd, ton","Värde",..,..,..,2900,4100
"24 Västerbottens län","Råg","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Råg","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Höstkorn","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Höstkorn","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Vårkorn","Areal, hektar","Värde",7150,6820,7430,6190,6510
"24 Västerbottens län","Vårkorn","Totalskörd, ton","Värde",19200,22800,20600,17600,21000
"24 Västerbottens län","Havre","Areal, hektar","Värde",360,520,440,550,490
"24 Västerbottens län","Havre","Totalskörd, ton","Värde",900,1900,1000,1800,1500
"24 Västerbottens län","Rågvete","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Rågvete","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Höstrågvete","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Höstrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Vårrågvete","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Blandsäd","Areal, hektar","Värde",300,340,100,170,300
"24 Västerbottens län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Majs","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Spannmål totalt","Areal, hektar","Värde",8000,7930,8390,7840,8500
"24 Västerbottens län","Spannmål totalt","Totalskörd, ton","Värde",21500,26700,23300,22900,27900
"24 Västerbottens län","Ärter","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Ärter","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Åkerbönor","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Åkerbönor","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Höstraps","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Höstraps","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Vårraps","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Höstrybs","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Vårrybs","Areal, hektar","Värde",100,90,60,70,70
"24 Västerbottens län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",1340,1370,1220,1320,1150
"24 Västerbottens län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",2700,4300,3400,4300,2800
"24 Västerbottens län","Majs till grönfoder","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Majs till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",2860,2880,2820,2670,2710
"24 Västerbottens län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",6800,9300,8900,..,8100
"24 Västerbottens län","Oljelin","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Matpotatis","Areal, hektar","Värde",220,190,170,170,160
"24 Västerbottens län","Matpotatis","Totalskörd, ton","Värde",4200,3700,..,..,..
"24 Västerbottens län","Potatis för stärkelse","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Sockerbetor","Areal, hektar","Värde",..,..,..,..,..
"24 Västerbottens län","Sockerbetor","Totalskörd, ton","Värde",..,..,..,..,..
"24 Västerbottens län","Slåttervall, första skörd","Areal, hektar","Värde",33890,39600,28650,33140,36600
"24 Västerbottens län","Slåttervall, första skörd","Totalskörd, ton","Värde",95800,111200,54100,73400,96100
"24 Västerbottens län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"24 Västerbottens län","Slåttervall, återväxt","Totalskörd, ton","Värde",47300,58100,38700,48100,73900
"24 Västerbottens län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"24 Västerbottens län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",143200,169300,92800,121500,170000
"25 Norrbottens län","Höstvete","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Höstvete","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Vårvete","Areal, hektar","Värde",50,80,90,80,110
"25 Norrbottens län","Vårvete","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Råg","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Råg","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Höstkorn","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Höstkorn","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Vårkorn","Areal, hektar","Värde",2700,2810,2980,2320,2510
"25 Norrbottens län","Vårkorn","Totalskörd, ton","Värde",6200,8600,6900,6600,7400
"25 Norrbottens län","Havre","Areal, hektar","Värde",350,310,300,370,380
"25 Norrbottens län","Havre","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Rågvete","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Rågvete","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Höstrågvete","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Höstrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Vårrågvete","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Vårrågvete","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Blandsäd","Areal, hektar","Värde",30,30,40,20,30
"25 Norrbottens län","Blandsäd","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Majs","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Majs","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Spannmål totalt","Areal, hektar","Värde",3120,3240,3410,2790,3050
"25 Norrbottens län","Spannmål totalt","Totalskörd, ton","Värde",7200,9900,7900,8200,9000
"25 Norrbottens län","Ärter","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Ärter","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Åkerbönor","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Åkerbönor","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Höstraps","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Höstraps","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Vårraps","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Vårraps","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Höstrybs","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Höstrybs","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Vårrybs","Areal, hektar","Värde",70,80,50,40,60
"25 Norrbottens län","Vårrybs","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Stråsädesgrödor (exkl. majs) till grönfoder","Areal, hektar","Värde",450,580,390,340,450
"25 Norrbottens län","Stråsädesgrödor (exkl. majs) till grönfoder","Totalskörd, ton","Värde",1200,2000,700,1000,..
"25 Norrbottens län","Majs till grönfoder","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Majs till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Andra ettåriga grödor till grönfoder","Areal, hektar","Värde",1190,900,1200,1250,1240
"25 Norrbottens län","Andra ettåriga grödor till grönfoder","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Oljelin","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Oljelin","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Matpotatis","Areal, hektar","Värde",300,250,230,240,240
"25 Norrbottens län","Matpotatis","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Potatis för stärkelse","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Potatis för stärkelse","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Sockerbetor","Areal, hektar","Värde",..,..,..,..,..
"25 Norrbottens län","Sockerbetor","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Slåttervall, första skörd","Areal, hektar","Värde",20790,19070,18280,20170,19630
"25 Norrbottens län","Slåttervall, första skörd","Totalskörd, ton","Värde",58800,52700,47600,29500,44000
"25 Norrbottens län","Slåttervall, återväxt","Areal, hektar","Värde",.,.,.,.,.
"25 Norrbottens län","Slåttervall, återväxt","Totalskörd, ton","Värde",..,..,..,..,..
"25 Norrbottens län","Slåttervall, total vallskörd","Areal, hektar","Värde",.,.,.,.,.
"25 Norrbottens län","Slåttervall, total vallskörd","Totalskörd, ton","Värde",82300,67200,83500,40400,64500
